date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-06,-1,-7,0.0,5.1,1,73,03:01 PM,04:45 AM,09:06 AM,06:03 PM,-7,-11,-5,-11,36,52,84,0.0,1018,-1,10,251,19,ATY
2020-01-07,-12,-19,0.0,8.7,2,80,03:34 PM,05:51 AM,09:06 AM,06:04 PM,-15,-20,-13,-20,26,15,86,0.0,1025,-12,10,284,14,ATY
2020-01-01,11,4,0.0,5.1,2,37,12:53 PM,No moonset,08:27 AM,06:41 PM,3,9,10,9,10,86,66,10.1,1014,11,9,107,8,AUS
2020-01-02,20,12,0.0,10.0,4,44,01:23 PM,12:46 AM,08:27 AM,06:42 PM,9,14,16,14,25,54,70,1.3,1004,20,8,220,17,AUS
2020-01-03,15,11,0.0,10.2,4,51,01:53 PM,01:38 AM,08:27 AM,06:43 PM,1,11,13,11,30,15,46,0.0,1014,15,10,303,20,AUS
2020-01-04,22,10,0.0,10.2,5,59,02:23 PM,02:31 AM,08:27 AM,06:43 PM,-2,14,15,14,18,0,34,0.0,1026,22,10,274,10,AUS
2020-01-05,21,11,0.0,10.2,5,66,02:55 PM,03:25 AM,08:28 AM,06:44 PM,1,14,15,14,26,0,40,0.0,1025,21,10,209,16,AUS
2020-01-06,20,11,0.0,10.0,4,73,03:31 PM,04:21 AM,08:28 AM,06:45 PM,7,14,15,14,19,31,61,0.0,1021,20,10,186,12,AUS
2020-01-07,19,11,0.0,10.0,3,80,04:12 PM,05:20 AM,08:28 AM,06:46 PM,-3,13,14,13,16,50,34,0.0,1028,19,10,45,11,AUS
2020-01-01,8,-1,0.0,9.9,2,37,12:55 PM,No moonset,08:39 AM,06:28 PM,-3,1,4,1,14,10,68,0.0,1017,8,10,331,10,AVL
2020-01-02,6,-1,0.0,6.6,1,44,01:23 PM,12:40 AM,08:39 AM,06:29 PM,-3,2,3,2,6,56,67,2.0,1017,6,8,213,4,AVL
2020-01-03,13,0,0.0,5.0,3,51,01:50 PM,01:36 AM,08:39 AM,06:29 PM,9,8,9,8,10,94,96,13.2,1010,13,6,175,6,AVL
2020-01-04,11,4,0.0,9.9,2,59,02:17 PM,02:31 AM,08:40 AM,06:30 PM,5,8,9,8,17,63,84,0.8,1012,11,6,258,13,AVL
2020-01-05,11,-2,0.0,9.9,2,66,02:47 PM,03:28 AM,08:40 AM,06:31 PM,-3,2,5,2,17,11,66,0.1,1023,11,9,325,13,AVL
2020-01-06,9,0,0.0,9.9,2,73,03:21 PM,04:26 AM,08:40 AM,06:32 PM,-1,2,4,2,12,11,75,0.0,1021,9,10,282,7,AVL
2020-01-07,6,0,0.0,8.3,1,80,03:59 PM,05:27 AM,08:40 AM,06:33 PM,-1,0,2,0,15,40,81,2.8,1019,6,10,232,11,AVL
2020-01-01,1,-3,0.0,3.4,1,37,12:32 PM,No moonset,08:29 AM,05:44 PM,-6,-7,-2,-7,23,69,72,0.1,1007,1,10,268,17,AVP
2020-01-02,5,-4,0.0,8.7,2,44,12:56 PM,12:09 AM,08:29 AM,05:45 PM,-4,-4,0,-4,19,17,74,0.0,1012,5,10,227,12,AVP
2020-01-03,6,-3,0.0,3.4,1,51,01:20 PM,01:07 AM,08:29 AM,05:46 PM,3,1,3,1,13,94,95,7.1,1008,6,5,198,7,AVP
2020-01-04,8,1,0.0,3.4,2,59,01:45 PM,02:06 AM,08:29 AM,05:47 PM,5,4,6,4,11,100,95,8.6,1005,8,6,223,8,AVP
2020-01-05,1,-3,0.2,3.4,1,66,02:11 PM,03:06 AM,08:29 AM,05:48 PM,-5,-6,-1,-6,26,84,74,0.4,1010,1,10,304,19,AVP
2020-01-06,2,-3,0.9,5.2,1,73,02:41 PM,04:08 AM,08:29 AM,05:49 PM,-5,-5,-1,-5,21,60,77,1.1,1013,2,8,251,14,AVP
2020-01-07,2,-4,0.0,3.5,1,80,03:16 PM,05:12 AM,08:29 AM,05:50 PM,-6,-5,-2,-5,12,63,74,0.0,1017,2,10,222,7,AVP
2020-01-01,14,8,0.0,8.7,4,37,11:53 AM,11:43 PM,07:31 AM,05:30 PM,0,10,10,10,8,4,47,0.0,1016,14,10,179,5,AZA
2020-01-02,14,6,0.0,8.7,3,44,12:20 PM,No moonset,07:31 AM,05:31 PM,1,9,10,9,6,5,54,0.0,1013,14,10,200,4,AZA
2020-01-03,16,7,0.0,8.7,4,51,12:49 PM,12:36 AM,07:31 AM,05:32 PM,-1,11,11,11,10,5,44,0.0,1023,16,10,165,6,AZA
2020-01-04,19,9,0.0,8.7,4,59,01:18 PM,01:31 AM,07:31 AM,05:33 PM,-1,13,13,13,6,6,40,0.0,1026,19,10,146,3,AZA
2020-01-05,20,10,0.0,8.7,5,66,01:49 PM,02:26 AM,07:31 AM,05:33 PM,1,14,14,14,8,0,40,0.0,1023,20,10,131,4,AZA
2020-01-06,19,9,0.0,8.7,4,73,02:23 PM,03:24 AM,07:31 AM,05:34 PM,-2,13,14,13,16,0,35,0.0,1024,19,10,107,9,AZA
2020-01-07,19,9,0.0,8.7,3,80,03:03 PM,04:24 AM,07:31 AM,05:35 PM,-4,12,13,12,13,30,31,0.0,1022,19,10,91,7,AZA
2020-01-01,-1,-7,0.2,8.7,2,37,01:13 PM,No moonset,09:11 AM,06:20 PM,-5,-8,-3,-8,26,28,81,0.3,1010,-1,9,245,17,AZO
2020-01-02,3,-3,0.0,3.4,1,44,01:37 PM,12:49 AM,09:11 AM,06:21 PM,1,-3,2,-3,37,55,89,0.0,1004,3,10,208,22,AZO
2020-01-03,3,1,0.3,3.4,1,51,02:00 PM,01:48 AM,09:11 AM,06:22 PM,2,0,3,0,15,92,95,0.5,1006,3,5,254,9,AZO
2020-01-04,1,-3,0.0,3.4,1,59,02:23 PM,02:47 AM,09:11 AM,06:23 PM,-3,-5,0,-5,19,89,84,0.0,1013,1,10,329,15,AZO
2020-01-05,2,-5,0.0,3.4,1,66,02:50 PM,03:48 AM,09:11 AM,06:24 PM,-4,-5,0,-5,35,63,75,0.0,1014,2,10,248,24,AZO
2020-01-06,3,-2,0.0,8.7,1,73,03:19 PM,04:51 AM,09:11 AM,06:25 PM,-6,-5,0,-5,32,28,63,0.0,1017,3,10,270,22,AZO
2020-01-07,2,-1,0.4,3.4,1,80,03:54 PM,05:55 AM,09:11 AM,06:26 PM,-6,-5,0,-5,28,88,63,0.9,1015,2,8,245,19,AZO
2020-01-01,2,-1,0.0,5.2,1,37,12:20 PM,11:56 PM,08:18 AM,05:30 PM,-3,-3,1,-3,17,46,78,0.0,1004,2,10,264,12,BDL
2020-01-02,6,-1,0.0,8.7,2,44,12:44 PM,No moonset,08:19 AM,05:31 PM,-3,-1,2,-1,15,10,70,0.0,1011,6,10,234,9,BDL
2020-01-03,5,-1,0.0,3.4,1,51,01:08 PM,12:54 AM,08:19 AM,05:32 PM,3,1,3,1,12,82,92,3.6,1009,5,4,196,7,BDL
2020-01-04,6,0,0.0,3.4,1,59,01:32 PM,01:54 AM,08:19 AM,05:33 PM,5,4,5,4,6,90,98,4.4,1004,6,5,137,4,BDL
2020-01-05,2,-2,0.0,8.7,2,66,01:58 PM,02:54 AM,08:19 AM,05:34 PM,-4,-4,0,-4,23,29,71,0.0,1005,2,10,311,16,BDL
2020-01-06,5,-2,0.0,5.2,1,73,02:27 PM,03:57 AM,08:18 AM,05:35 PM,-5,-2,1,-2,13,50,66,0.0,1012,5,10,242,9,BDL
2020-01-07,3,-2,0.0,5.2,1,80,03:02 PM,05:01 AM,08:18 AM,05:36 PM,-6,-2,0,-2,9,52,62,0.0,1016,3,10,207,7,BDL
2020-01-01,-23,-29,0.3,1.5,1,37,02:45 PM,12:35 AM,11:57 AM,05:45 PM,-24,-36,-24,-36,53,100,92,2.3,1001,-23,5,329,35,BET
2020-01-02,-26,-28,0.0,3.6,1,44,02:51 PM,01:53 AM,11:57 AM,05:47 PM,-27,-37,-26,-37,27,77,95,0.1,1007,-26,7,77,15,BET
2020-01-03,-29,-33,0.0,5.8,2,51,02:57 PM,03:10 AM,11:56 AM,05:48 PM,-30,-42,-29,-42,42,33,91,0.0,1008,-29,10,21,24,BET
2020-01-04,-26,-29,0.0,5.8,2,59,03:05 PM,04:28 AM,11:55 AM,05:50 PM,-28,-38,-27,-38,28,55,93,0.0,1011,-26,10,22,16,BET
2020-01-05,-24,-29,0.9,1.5,1,66,03:13 PM,05:48 AM,11:54 AM,05:52 PM,-27,-38,-26,-38,32,89,92,1.1,1012,-24,8,38,20,BET
2020-01-06,-30,-31,0.0,5.8,2,73,03:25 PM,07:11 AM,11:54 AM,05:54 PM,-31,-43,-30,-43,29,42,91,0.0,1019,-30,10,22,17,BET
2020-01-07,-30,-34,0.0,5.8,2,80,03:42 PM,08:36 AM,11:52 AM,05:55 PM,-31,-43,-30,-43,37,31,91,0.0,1022,-30,10,31,22,BET
2020-01-01,3,-4,0.0,8.7,2,37,12:26 PM,No moonset,08:22 AM,05:34 PM,-4,-6,0,-6,43,26,74,0.0,1003,3,9,273,23,BFF
2020-01-02,0,-3,0.2,6.9,1,44,12:50 PM,12:04 AM,08:22 AM,05:35 PM,-4,-7,-1,-7,32,42,81,0.9,1006,0,8,297,19,BFF
2020-01-03,-1,-6,0.0,8.7,2,51,01:13 PM,01:03 AM,08:22 AM,05:36 PM,-7,-9,-3,-9,37,24,71,0.0,1021,-1,10,290,23,BFF
2020-01-04,7,-2,0.0,6.9,1,59,01:38 PM,02:02 AM,08:22 AM,05:37 PM,-3,-2,3,-2,45,28,64,0.0,1019,7,10,276,23,BFF
2020-01-05,2,-4,0.0,8.7,2,66,02:04 PM,03:03 AM,08:22 AM,05:38 PM,-8,-5,-1,-5,25,8,61,0.0,1025,2,10,235,15,BFF
2020-01-06,1,-3,0.1,8.7,1,73,02:34 PM,04:05 AM,08:22 AM,05:39 PM,-10,-7,-1,-7,44,26,49,0.1,1023,1,10,292,30,BFF
2020-01-07,7,-1,0.0,8.7,2,80,03:09 PM,05:10 AM,08:22 AM,05:40 PM,-7,-1,4,-1,45,5,49,0.0,1020,7,10,278,26,BFF
2020-01-01,15,7,0.0,8.7,4,37,12:24 PM,No moonset,08:05 AM,05:54 PM,5,10,10,10,5,6,74,0.0,1018,15,10,189,3,BFL
2020-01-02,13,8,0.0,7.0,3,44,12:51 PM,12:12 AM,08:05 AM,05:55 PM,5,9,10,9,14,33,74,0.0,1017,13,10,162,8,BFL
2020-01-03,17,6,0.0,8.7,3,51,01:18 PM,01:07 AM,08:06 AM,05:56 PM,5,11,11,11,7,44,68,0.0,1023,17,10,253,4,BFL
2020-01-04,17,10,0.0,5.3,3,59,01:46 PM,02:03 AM,08:06 AM,05:57 PM,6,13,14,13,5,52,64,0.0,1026,17,10,260,3,BFL
2020-01-05,13,7,0.0,5.3,2,66,02:16 PM,02:59 AM,08:06 AM,05:58 PM,5,9,10,9,10,35,72,0.0,1027,13,10,269,6,BFL
2020-01-06,15,6,0.0,8.7,4,73,02:50 PM,03:58 AM,08:06 AM,05:58 PM,4,9,10,9,9,5,73,0.0,1028,15,10,226,6,BFL
2020-01-07,15,5,0.0,7.0,3,80,03:29 PM,04:59 AM,08:06 AM,05:59 PM,3,9,9,9,8,27,67,0.0,1021,15,10,311,4,BFL
2020-01-01,14,7,0.0,10.5,4,37,12:14 PM,No moonset,07:50 AM,06:02 PM,3,9,10,9,13,26,61,0.0,1019,14,10,134,9,BFM
2020-01-02,21,12,0.0,5.3,4,44,12:44 PM,12:06 AM,07:50 AM,06:03 PM,16,17,18,17,39,92,87,4.4,1011,21,10,160,22,BFM
2020-01-03,16,15,0.0,5.3,4,51,01:13 PM,12:58 AM,07:50 AM,06:03 PM,14,16,16,16,19,76,86,2.8,1012,16,9,225,12,BFM
2020-01-04,16,10,0.0,10.0,3,59,01:43 PM,01:51 AM,07:50 AM,06:04 PM,8,13,14,13,25,32,69,0.1,1021,16,10,302,18,BFM
2020-01-05,15,6,0.0,10.5,4,66,02:15 PM,02:46 AM,07:51 AM,06:05 PM,2,9,10,9,13,0,59,0.0,1029,15,10,216,9,BFM
2020-01-06,17,10,0.0,10.0,4,73,02:51 PM,03:42 AM,07:51 AM,06:06 PM,7,12,13,12,14,15,67,0.0,1024,17,10,242,9,BFM
2020-01-07,15,10,0.0,10.0,3,80,03:32 PM,04:40 AM,07:51 AM,06:06 PM,6,12,13,12,24,36,64,0.0,1025,15,10,312,16,BFM
2020-01-01,-1,-5,2.2,3.4,1,37,12:34 PM,No moonset,08:32 AM,05:42 PM,-6,-8,-2,-8,26,90,76,2.7,1006,-1,5,271,19,BGM
2020-01-02,4,-4,0.0,8.7,1,44,12:58 PM,12:09 AM,08:33 AM,05:43 PM,-5,-4,0,-4,20,30,72,0.0,1011,4,10,216,11,BGM
2020-01-03,2,-2,0.0,3.4,1,51,01:21 PM,01:08 AM,08:33 AM,05:44 PM,1,-1,1,-1,11,95,93,9.3,1008,2,8,182,6,BGM
2020-01-04,4,-1,2.0,3.4,1,59,01:45 PM,02:07 AM,08:33 AM,05:45 PM,3,1,3,1,11,100,97,10.1,1005,4,6,211,8,BGM
2020-01-05,-2,-8,1.5,3.4,1,66,02:11 PM,03:08 AM,08:33 AM,05:46 PM,-4,-7,-2,-7,23,94,81,1.8,1010,-2,6,288,19,BGM
2020-01-06,0,-7,2.4,3.4,1,73,02:40 PM,04:11 AM,08:32 AM,05:47 PM,-4,-6,-2,-6,20,90,81,3.2,1012,0,6,244,14,BGM
2020-01-07,0,-6,0.0,5.2,1,80,03:15 PM,05:15 AM,08:32 AM,05:48 PM,-4,-5,-2,-5,12,75,81,0.0,1016,0,10,217,9,BGM
2020-01-01,1,-2,0.1,5.1,1,37,12:07 PM,11:38 PM,08:13 AM,05:05 PM,-3,-5,-1,-5,21,59,83,0.2,996,1,9,254,13,BGR
2020-01-02,-1,-5,0.0,5.1,1,44,12:29 PM,No moonset,08:13 AM,05:06 PM,-5,-7,-3,-7,19,39,84,0.0,1006,-1,10,253,11,BGR
2020-01-03,3,-5,0.0,3.4,1,51,12:51 PM,12:38 AM,08:13 AM,05:07 PM,-2,-2,0,-2,7,76,89,0.1,1007,3,10,209,4,BGR
2020-01-04,2,-3,0.2,5.1,1,59,01:13 PM,01:40 AM,08:13 AM,05:08 PM,-1,-1,1,-1,11,62,89,0.2,1005,2,8,220,6,BGR
2020-01-05,-1,-6,3.7,5.1,1,66,01:38 PM,02:42 AM,08:13 AM,05:09 PM,-4,-6,-2,-6,18,70,86,4.4,1000,-1,5,265,13,BGR
2020-01-06,-4,-9,0.5,6.9,1,73,02:05 PM,03:46 AM,08:13 AM,05:10 PM,-9,-9,-6,-9,8,39,81,0.6,1010,-4,9,221,6,BGR
2020-01-07,-4,-8,1.1,8.7,1,80,02:38 PM,04:52 AM,08:12 AM,05:11 PM,-7,-9,-5,-9,12,45,82,2.2,1013,-4,8,232,8,BGR
2020-01-01,12,3,0.0,7.0,2,37,12:11 PM,11:59 PM,07:52 AM,05:50 PM,-2,6,7,6,9,33,55,0.0,1019,12,10,248,6,BHM
2020-01-02,11,5,0.0,3.7,2,44,12:39 PM,No moonset,07:52 AM,05:51 PM,7,7,9,7,24,83,79,24.0,1012,11,8,154,15,BHM
2020-01-03,15,10,0.0,3.7,3,51,01:07 PM,12:53 AM,07:52 AM,05:51 PM,12,12,13,12,18,87,90,10.0,1009,15,8,204,12,BHM
2020-01-04,12,4,0.0,8.7,2,59,01:36 PM,01:48 AM,07:52 AM,05:52 PM,5,7,10,7,22,41,71,0.6,1019,12,9,282,17,BHM
2020-01-05,11,2,0.0,8.7,3,66,02:06 PM,02:43 AM,07:52 AM,05:53 PM,0,5,6,5,11,0,66,0.0,1027,11,10,271,8,BHM
2020-01-06,15,5,0.0,8.7,4,73,02:41 PM,03:41 AM,07:52 AM,05:54 PM,6,8,9,8,13,26,77,0.1,1022,15,10,220,8,BHM
2020-01-07,11,6,0.0,8.7,2,80,03:20 PM,04:41 AM,07:52 AM,05:55 PM,3,7,9,7,22,27,65,1.0,1023,11,10,283,15,BHM
2020-01-01,5,-4,0.0,8.7,2,37,12:50 PM,No moonset,08:55 AM,05:40 PM,-8,-4,1,-4,51,38,47,0.5,999,5,9,246,29,BIL
2020-01-02,3,-3,0.0,6.9,1,44,01:11 PM,12:22 AM,08:55 AM,05:41 PM,-8,-4,1,-4,41,63,52,0.0,1008,3,10,251,27,BIL
2020-01-03,4,-3,0.0,5.1,1,51,01:32 PM,01:24 AM,08:55 AM,05:42 PM,-10,-5,0,-5,34,39,49,0.2,1018,4,9,209,21,BIL
2020-01-04,9,2,0.0,6.9,2,59,01:54 PM,02:26 AM,08:55 AM,05:43 PM,-7,1,6,1,57,33,45,0.0,1015,9,10,255,33,BIL
2020-01-05,2,-3,0.0,6.9,1,66,02:17 PM,03:29 AM,08:55 AM,05:44 PM,-12,-5,-1,-5,29,42,42,0.0,1024,2,10,250,17,BIL
2020-01-06,3,-3,0.6,8.7,1,73,02:45 PM,04:34 AM,08:55 AM,05:45 PM,-13,-6,-1,-6,38,44,40,0.7,1023,3,9,256,24,BIL
2020-01-07,6,-5,0.8,6.9,1,80,03:18 PM,05:42 AM,08:55 AM,05:46 PM,-8,-3,1,-3,30,67,50,0.9,1018,6,9,239,16,BIL
2020-01-01,2,-5,0.0,6.9,1,37,01:19 PM,No moonset,09:28 AM,06:05 PM,-4,-6,-2,-6,26,37,86,0.0,996,2,10,228,13,BIS
2020-01-02,-4,-8,0.0,8.7,1,44,01:40 PM,12:49 AM,09:28 AM,06:06 PM,-6,-9,-5,-9,16,60,92,0.0,1002,-4,10,278,10,BIS
2020-01-03,-4,-11,0.0,8.7,1,51,02:00 PM,01:52 AM,09:28 AM,06:07 PM,-8,-12,-7,-12,26,34,86,0.1,1017,-4,10,300,15,BIS
2020-01-04,1,-10,0.0,6.9,1,59,02:21 PM,02:54 AM,09:28 AM,06:08 PM,-5,-8,-4,-8,26,38,86,0.0,1012,1,10,212,12,BIS
2020-01-05,0,-3,0.0,8.7,2,66,02:44 PM,03:58 AM,09:28 AM,06:09 PM,-5,-7,-1,-7,41,9,74,0.0,1017,0,10,277,24,BIS
2020-01-06,-1,-8,0.0,8.7,2,73,03:11 PM,05:04 AM,09:28 AM,06:10 PM,-6,-9,-3,-9,36,17,77,0.1,1016,-1,10,265,20,BIS
2020-01-07,-10,-15,0.0,8.7,2,80,03:43 PM,06:12 AM,09:28 AM,06:11 PM,-14,-17,-12,-17,17,16,84,0.0,1025,-10,10,284,10,BIS
2020-01-01,-4,-14,0.0,3.9,1,37,12:56 PM,No moonset,09:08 AM,05:39 PM,-10,-14,-9,-14,22,52,90,0.0,999,-4,10,187,13,BJI
2020-01-02,-3,-13,2.0,2.1,1,44,01:16 PM,12:24 AM,09:08 AM,05:40 PM,-7,-12,-6,-12,23,85,94,2.3,998,-3,8,285,15,BJI
2020-01-03,-9,-17,0.0,2.1,1,51,01:36 PM,01:27 AM,09:08 AM,05:41 PM,-14,-19,-13,-19,17,76,96,0.1,1014,-9,4,291,9,BJI
2020-01-04,-6,-14,0.0,2.1,1,59,01:56 PM,02:30 AM,09:08 AM,05:42 PM,-11,-15,-10,-15,18,78,95,0.1,1016,-6,7,224,10,BJI
2020-01-05,-1,-11,0.0,3.9,1,66,02:19 PM,03:35 AM,09:07 AM,05:43 PM,-6,-11,-4,-11,43,49,83,0.7,1009,-1,8,271,27,BJI
2020-01-06,-2,-10,0.0,5.8,1,73,02:45 PM,04:41 AM,09:07 AM,05:44 PM,-8,-13,-6,-13,30,35,89,0.1,1012,-2,8,252,18,BJI
2020-01-07,-14,-24,0.1,2.1,1,80,03:17 PM,05:50 AM,09:07 AM,05:46 PM,-18,-26,-17,-26,29,87,92,0.1,1021,-14,9,301,19,BJI
2020-01-01,9,2,0.0,2.1,2,37,12:50 PM,No moonset,09:03 AM,05:24 PM,5,4,8,4,36,85,80,5.8,1004,9,9,226,22,BLI
2020-01-02,5,1,0.0,2.1,1,44,01:09 PM,12:19 AM,09:03 AM,05:25 PM,2,1,4,1,18,95,84,5.7,1018,5,10,167,12,BLI
2020-01-03,9,1,0.0,2.1,2,51,01:27 PM,01:23 AM,09:03 AM,05:26 PM,5,5,8,5,34,100,83,7.9,1010,9,9,127,19,BLI
2020-01-04,6,1,0.0,2.1,2,59,01:47 PM,02:27 AM,09:03 AM,05:27 PM,3,2,5,2,29,83,81,6.3,1017,6,9,211,19,BLI
2020-01-05,6,3,0.0,2.1,2,66,02:08 PM,03:33 AM,09:03 AM,05:29 PM,2,1,5,1,31,89,82,4.2,1022,6,10,189,20,BLI
2020-01-06,4,0,0.0,2.1,1,73,02:34 PM,04:40 AM,09:03 AM,05:30 PM,3,0,4,0,17,96,94,19.6,1022,4,9,102,11,BLI
2020-01-07,9,2,0.0,2.1,2,80,03:05 PM,05:50 AM,09:02 AM,05:31 PM,7,5,8,5,32,100,91,22.4,1007,9,6,152,20,BLI
2020-01-01,8,-1,0.0,8.7,2,37,12:27 PM,No moonset,08:17 AM,05:49 PM,-2,-1,3,-1,23,3,72,0.0,1014,8,10,221,13,BLV
2020-01-02,11,4,0.0,3.5,2,44,12:53 PM,12:09 AM,08:17 AM,05:50 PM,5,5,8,5,28,76,85,1.9,1004,11,10,180,17,BLV
2020-01-03,10,2,0.0,3.5,2,51,01:18 PM,01:06 AM,08:17 AM,05:50 PM,7,5,8,5,20,100,95,11.4,1004,10,5,249,14,BLV
2020-01-04,4,1,0.0,3.5,1,59,01:44 PM,02:03 AM,08:17 AM,05:51 PM,-1,-2,3,-2,27,71,76,0.0,1018,4,10,291,18,BLV
2020-01-05,9,0,0.0,8.7,3,66,02:12 PM,03:01 AM,08:17 AM,05:52 PM,-2,0,4,0,27,4,66,0.0,1022,9,10,255,17,BLV
2020-01-06,7,0,0.0,7.0,1,73,02:44 PM,04:02 AM,08:17 AM,05:53 PM,-4,1,3,1,12,49,60,0.0,1022,7,10,219,7,BLV
2020-01-07,6,0,0.0,8.7,2,80,03:21 PM,05:04 AM,08:17 AM,05:54 PM,-3,-1,2,-1,24,17,68,0.0,1021,6,10,262,15,BLV
2020-01-01,3,-3,0.0,8.7,2,37,12:25 PM,No moonset,08:19 AM,05:40 PM,-5,-5,0,-5,27,0,73,0.0,1012,3,10,228,18,BMI
2020-01-02,8,2,0.0,5.2,2,44,12:50 PM,12:04 AM,08:19 AM,05:40 PM,3,1,5,1,31,54,85,0.1,1004,8,8,192,20,BMI
2020-01-03,5,0,5.0,3.5,1,51,01:14 PM,01:02 AM,08:19 AM,05:41 PM,3,0,4,0,23,94,93,21.4,1006,5,5,133,17,BMI
2020-01-04,0,-5,2.0,3.5,1,59,01:39 PM,02:00 AM,08:19 AM,05:42 PM,-2,-4,0,-4,19,72,86,2.6,1016,0,6,276,14,BMI
2020-01-05,5,-3,0.0,8.7,2,66,02:06 PM,03:00 AM,08:19 AM,05:43 PM,-3,-4,2,-4,36,13,72,0.0,1019,5,10,253,24,BMI
2020-01-06,4,-3,0.0,8.7,1,73,02:37 PM,04:01 AM,08:19 AM,05:44 PM,-6,-3,0,-3,17,23,64,0.0,1021,4,10,246,11,BMI
2020-01-07,3,-3,0.0,5.2,1,80,03:13 PM,05:05 AM,08:19 AM,05:45 PM,-4,-4,1,-4,26,58,70,0.0,1019,3,10,256,17,BMI
2020-01-01,9,3,0.0,8.7,3,37,12:12 PM,11:57 PM,07:58 AM,05:43 PM,-2,3,5,3,15,19,60,0.0,1018,9,10,228,10,BNA
2020-01-02,9,6,0.0,3.7,2,44,12:39 PM,No moonset,07:58 AM,05:44 PM,5,5,8,5,23,78,83,27.2,1011,9,8,176,16,BNA
2020-01-03,15,8,0.0,3.7,3,51,01:06 PM,12:53 AM,07:58 AM,05:45 PM,11,11,13,11,21,96,90,16.0,1007,15,7,201,14,BNA
2020-01-04,7,3,0.1,5.4,2,59,01:34 PM,01:49 AM,07:58 AM,05:45 PM,2,3,6,3,23,76,74,9.3,1017,7,9,289,18,BNA
2020-01-05,10,2,0.0,8.7,3,66,02:03 PM,02:45 AM,07:58 AM,05:46 PM,0,3,6,3,16,5,70,0.0,1025,10,10,245,12,BNA
2020-01-06,11,4,0.0,8.7,2,73,02:36 PM,03:45 AM,07:58 AM,05:47 PM,4,7,7,7,9,34,77,0.3,1021,11,9,171,6,BNA
2020-01-07,8,4,0.0,8.7,2,80,03:14 PM,04:46 AM,07:58 AM,05:48 PM,0,3,5,3,17,45,68,2.4,1021,8,10,242,13,BNA
2020-01-01,4,-1,9.9,3.4,1,37,01:19 PM,No moonset,09:18 AM,06:19 PM,0,-2,1,-2,21,90,93,20.1,1013,4,4,228,12,BOI
2020-01-02,3,-3,0.3,8.7,1,44,01:42 PM,12:56 AM,09:18 AM,06:19 PM,-5,-4,0,-4,21,48,68,0.4,1020,3,9,286,13,BOI
2020-01-03,6,0,0.0,6.9,1,51,02:04 PM,01:56 AM,09:19 AM,06:20 PM,-3,-1,2,-1,20,31,68,0.0,1026,6,10,112,11,BOI
2020-01-04,6,0,0.0,6.9,1,59,02:27 PM,02:56 AM,09:18 AM,06:21 PM,-6,0,3,0,30,42,52,0.7,1026,6,9,194,18,BOI
2020-01-05,1,-1,2.6,3.4,1,66,02:53 PM,03:58 AM,09:18 AM,06:22 PM,-4,-2,0,-2,11,93,76,3.1,1029,1,6,181,7,BOI
2020-01-06,2,-5,1.0,5.2,1,73,03:22 PM,05:02 AM,09:18 AM,06:23 PM,-4,-4,-1,-4,18,59,76,1.2,1035,2,8,134,11,BOI
2020-01-07,6,1,0.0,6.9,1,80,03:57 PM,06:07 AM,09:18 AM,06:24 PM,-2,-1,3,-1,23,52,72,0.0,1024,6,10,128,14,BOI
2020-01-01,3,0,0.0,8.7,2,37,12:14 PM,11:49 PM,08:13 AM,05:22 PM,-4,-3,2,-3,29,25,66,0.0,1002,3,10,266,21,BOS
2020-01-02,6,0,0.0,8.7,2,44,12:37 PM,No moonset,08:13 AM,05:23 PM,-5,-2,2,-2,24,17,60,0.0,1010,6,10,253,16,BOS
2020-01-03,6,3,0.0,3.4,2,51,01:01 PM,12:47 AM,08:13 AM,05:24 PM,3,3,5,3,15,80,87,9.7,1009,6,6,226,9,BOS
2020-01-04,6,0,0.0,3.4,2,59,01:25 PM,01:47 AM,08:13 AM,05:25 PM,5,4,5,4,10,93,95,11.5,1004,6,8,191,6,BOS
2020-01-05,3,-1,1.4,6.9,1,66,01:50 PM,02:48 AM,08:13 AM,05:26 PM,-3,-3,2,-3,28,52,68,2.7,1002,3,7,314,21,BOS
2020-01-06,3,-1,0.0,5.2,1,73,02:19 PM,03:50 AM,08:13 AM,05:27 PM,-6,-3,1,-3,18,59,61,0.2,1011,3,10,257,12,BOS
2020-01-07,3,0,0.0,6.9,1,80,02:54 PM,04:55 AM,08:13 AM,05:28 PM,-7,-2,1,-2,18,45,55,0.0,1015,3,10,242,12,BOS
2020-01-01,13,7,0.0,5.1,3,37,12:38 PM,No moonset,08:12 AM,06:27 PM,6,10,11,10,17,71,69,4.9,1016,13,10,97,11,BPT
2020-01-02,17,14,0.0,5.1,4,44,01:08 PM,12:30 AM,08:12 AM,06:28 PM,16,17,17,17,23,86,94,68.2,1005,17,7,205,13,BPT
2020-01-03,16,12,0.0,10.2,3,51,01:38 PM,01:23 AM,08:12 AM,06:29 PM,9,14,14,14,29,29,72,1.8,1011,16,10,250,18,BPT
2020-01-04,17,9,0.0,10.2,4,59,02:08 PM,02:15 AM,08:12 AM,06:29 PM,5,12,13,12,19,1,62,0.0,1025,17,10,312,13,BPT
